,순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,년도,경기타입
2,3,김주원,NC,0.333,13,33,27,9,1,0,1,4,2023,KBO 와일드카드
3,4,박세혁,NC,0.292,10,29,24,7,3,0,0,1,2023,KBO 와일드카드
4,5,안중열,NC,0.286,9,16,14,4,0,1,0,1,2023,KBO 와일드카드
5,6,김성욱,NC,0.250,13,33,28,7,1,0,0,3,2023,KBO 와일드카드
6,7,오영수,NC,0.241,12,35,29,7,3,0,0,3,2023,KBO 와일드카드
7,8,박석민,NC,0.233,12,32,30,7,2,0,2,4,2023,KBO 와일드카드
8,9,손아섭,NC,0.231,13,45,39,9,2,0,0,3,2023,KBO 와일드카드
9,9,오태양,NC,0.231,9,13,13,3,0,0,0,0,2023,KBO 와일드카드
10,11,박건우,NC,0.200,8,24,20,4,0,0,1,2,2023,KBO 와일드카드
11,11,최보성,NC,0.200,4,6,5,1,0,0,0,0,2023,KBO 와일드카드
12,11,한석현,NC,0.200,13,28,25,5,1,1,0,3,2023,KBO 와일드카드
13,14,윤형준,NC,0.188,10,18,16,3,1,0,0,1,2023,KBO 와일드카드
14,15,김수윤,NC,0.125,10,11,8,1,0,0,0,0,2023,KBO 와일드카드
15,15,정진기,NC,0.125,6,8,8,1,0,0,0,0,2023,KBO 와일드카드
16,17,마틴,NC,0.120,9,30,25,3,1,0,0,3,2023,KBO 와일드카드
17,18,박대온,NC,0.111,7,9,9,1,0,1,0,1,2023,KBO 와일드카드
18,19,도태훈,NC,0.091,9,11,11,1,0,0,0,0,2023,KBO 와일드카드
19,20,천재환,NC,0.071,13,29,28,2,0,0,0,0,2023,KBO 와일드카드
20,21,권정웅,NC,0.000,2,3,1,0,0,0,0,0,2023,KBO 와일드카드
21,21,김한별,NC,0.000,10,10,7,0,0,0,0,1,2023,KBO 와일드카드
22,21,이용찬,NC,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
23,21,임정호,NC,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
0,1,서호철,NC,0.750,1,5,4,3,1,0,1,6,2023,KBO 준플레이오프
1,2,김주원,NC,0.500,1,5,4,2,0,0,0,2,2023,KBO 준플레이오프
2,3,김형준,NC,0.400,1,5,5,2,0,0,2,4,2023,KBO 준플레이오프
3,3,손아섭,NC,0.400,1,5,5,2,0,0,0,0,2023,KBO 준플레이오프
4,5,권희동,NC,0.333,1,4,3,1,0,0,0,0,2023,KBO 준플레이오프
5,5,박건우,NC,0.333,1,5,3,1,0,0,0,0,2023,KBO 준플레이오프
6,7,박민우,NC,0.250,1,5,4,1,0,0,0,0,2023,KBO 준플레이오프
7,8,김성욱,NC,-,1,1,0,0,0,0,0,0,2023,KBO 준플레이오프
8,8,도태훈,NC,0.000,1,5,3,0,0,0,0,0,2023,KBO 준플레이오프
9,8,마틴,NC,0.000,1,5,4,0,0,0,0,1,2023,KBO 준플레이오프
10,8,박영빈,NC,-,1,0,0,0,0,0,0,0,2023,KBO 준플레이오프
11,8,박한결,NC,0.000,1,1,1,0,0,0,0,0,2023,KBO 준플레이오프
12,8,오영수,NC,-,1,0,0,0,0,0,0,0,2023,KBO 준플레이오프
13,8,최정원,NC,-,1,0,0,0,0,0,0,0,2023,KBO 준플레이오프
0,1,김성욱,NC,1.000,2,1,1,1,0,0,1,2,2023,KBO 플레이오프
1,2,박건우,NC,0.462,3,13,13,6,0,0,0,3,2023,KBO 플레이오프
2,3,박민우,NC,0.400,3,14,10,4,0,0,0,0,2023,KBO 플레이오프
3,3,서호철,NC,0.400,3,13,10,4,1,0,0,3,2023,KBO 플레이오프
4,5,마틴,NC,0.333,3,14,12,4,1,0,1,5,2023,KBO 플레이오프
5,6,손아섭,NC,0.308,3,15,13,4,1,0,0,1,2023,KBO 플레이오프
6,7,권희동,NC,0.167,3,13,12,2,0,0,0,3,2023,KBO 플레이오프
7,8,오영수,NC,0.143,3,8,7,1,0,0,0,0,2023,KBO 플레이오프
8,9,김형준,NC,0.111,3,13,9,1,0,0,1,1,2023,KBO 플레이오프
9,10,김주원,NC,0.091,3,12,11,1,0,0,0,0,2023,KBO 플레이오프
10,11,도태훈,NC,0.000,3,4,1,0,0,0,0,0,2023,KBO 플레이오프
0,1,박세혁,NC,0.500,2,2,2,1,0,0,0,1,2023,KBO 한국시리즈
1,2,손아섭,NC,0.429,5,21,21,9,1,0,0,3,2023,KBO 한국시리즈
2,3,도태훈,NC,0.333,3,3,3,1,0,0,0,0,2023,KBO 한국시리즈
3,4,오영수,NC,0.278,5,18,18,5,1,0,1,2,2023,KBO 한국시리즈
4,5,박건우,NC,0.263,5,20,19,5,2,0,1,4,2023,KBO 한국시리즈
5,6,박민우,NC,0.211,5,21,19,4,1,0,0,0,2023,KBO 한국시리즈
6,7,김주원,NC,0.188,5,16,16,3,0,1,0,0,2023,KBO 한국시리즈
7,8,권희동,NC,0.176,5,20,17,3,0,1,0,3,2023,KBO 한국시리즈
8,9,김형준,NC,0.067,5,16,15,1,1,0,0,0,2023,KBO 한국시리즈
9,10,마틴,NC,0.056,5,19,18,1,1,0,0,1,2023,KBO 한국시리즈
10,10,서호철,NC,0.056,5,19,18,1,0,0,0,1,2023,KBO 한국시리즈
11,12,김성욱,NC,0.000,3,2,1,0,0,0,0,0,2023,KBO 한국시리즈
12,12,김한별,NC,0.000,1,1,1,0,0,0,0,0,2023,KBO 한국시리즈
13,12,박영빈,NC,0.000,1,1,1,0,0,0,0,0,2023,KBO 한국시리즈
14,12,천재환,NC,0.000,1,1,1,0,0,0,0,0,2023,KBO 한국시리즈
15,12,최정원,NC,-,1,0,0,0,0,0,0,0,2023,KBO 한국시리즈
0,28,박신지,두산,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
1,28,박정수,두산,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
2,28,박치국,두산,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
3,28,이형범,두산,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
4,28,정철원,두산,-,3,0,0,0,0,0,0,0,2023,KBO 정규시즌
5,28,최승용,두산,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
6,28,홍건희,두산,-,4,0,0,0,0,0,0,0,2023,KBO 정규시즌
0,28,박신지,두산,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
1,28,박정수,두산,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
2,28,박치국,두산,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
3,28,이형범,두산,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
4,28,정철원,두산,-,3,0,0,0,0,0,0,0,2023,KBO 시범경기
5,28,최승용,두산,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
6,28,홍건희,두산,-,4,0,0,0,0,0,0,0,2023,KBO 시범경기
0,1,양찬열,두산,0.417,10,13,12,5,2,0,1,1,2023,KBO 와일드카드
1,2,로하스,두산,0.400,11,35,30,12,5,0,1,5,2023,KBO 와일드카드
2,3,신성현,두산,0.389,9,18,18,7,1,1,1,2,2023,KBO 와일드카드
3,4,김재환,두산,0.387,12,33,31,12,3,0,1,6,2023,KBO 와일드카드
4,5,송승환,두산,0.353,9,18,17,6,0,0,2,3,2023,KBO 와일드카드
5,6,박계범,두산,0.333,4,6,6,2,0,0,0,2,2023,KBO 와일드카드
6,6,조수행,두산,0.333,5,3,3,1,0,0,0,1,2023,KBO 와일드카드
7,8,정수빈,두산,0.313,12,39,32,10,2,0,0,6,2023,KBO 와일드카드
8,9,강승호,두산,0.289,12,40,38,11,3,0,0,4,2023,KBO 와일드카드
9,10,안승한,두산,0.286,7,7,7,2,0,0,0,1,2023,KBO 와일드카드
10,11,장승현,두산,0.250,3,5,4,1,0,0,0,0,2023,KBO 와일드카드
11,12,김대한,두산,0.244,13,44,41,10,6,1,1,4,2023,KBO 와일드카드
12,13,박유연,두산,0.200,9,13,10,2,0,0,0,1,2023,KBO 와일드카드
13,13,이유찬,두산,0.200,13,33,30,6,0,1,0,2,2023,KBO 와일드카드
14,15,양의지,두산,0.188,7,17,16,3,0,0,0,0,2023,KBO 와일드카드
15,16,양석환,두산,0.147,12,40,34,5,1,0,0,0,2023,KBO 와일드카드
16,16,허경민,두산,0.147,13,41,34,5,2,0,0,2,2023,KBO 와일드카드
17,18,김민혁,두산,0.143,10,26,21,3,0,0,0,0,2023,KBO 와일드카드
18,19,안재석,두산,0.136,12,22,22,3,0,0,1,2,2023,KBO 와일드카드
19,20,김재호,두산,0.118,11,19,17,2,0,0,0,0,2023,KBO 와일드카드
20,21,김인태,두산,0.111,12,23,18,2,0,0,1,2,2023,KBO 와일드카드
21,22,김지용,두산,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
22,22,윤준호,두산,0.000,3,1,1,0,0,0,0,0,2023,KBO 와일드카드
23,22,이형범,두산,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
0,1,로하스,두산,1.000,1,2,2,2,1,0,1,1,2023,KBO 준플레이오프
1,1,박지훈,두산,1.000,1,1,1,1,0,0,0,1,2023,KBO 준플레이오프
2,3,김인태,두산,0.750,1,5,4,3,1,0,0,1,2023,KBO 준플레이오프
3,4,김재환,두산,0.667,1,3,3,2,0,0,0,0,2023,KBO 준플레이오프
4,5,강승호,두산,0.500,1,5,4,2,1,0,0,1,2023,KBO 준플레이오프
5,5,김재호,두산,0.500,1,6,4,2,0,0,0,0,2023,KBO 준플레이오프
6,7,양의지,두산,0.250,1,5,4,1,0,0,0,2,2023,KBO 준플레이오프
7,7,정수빈,두산,0.250,1,6,4,1,0,1,0,2,2023,KBO 준플레이오프
8,9,김태근,두산,0.000,1,1,1,0,0,0,0,0,2023,KBO 준플레이오프
9,9,박준영,두산,0.000,1,1,1,0,0,0,0,0,2023,KBO 준플레이오프
10,9,양석환,두산,0.000,1,5,5,0,0,0,0,0,2023,KBO 준플레이오프
11,9,조수행,두산,0.000,1,2,2,0,0,0,0,0,2023,KBO 준플레이오프
12,9,허경민,두산,0.000,1,5,4,0,0,0,0,0,2023,KBO 준플레이오프
0,25,황동하,KIA,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
0,25,황동하,KIA,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
0,28,박형준,롯데,0.000,1,1,1,0,0,0,0,0,2023,KBO 정규시즌
1,28,최영환,롯데,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
0,1,정보근,롯데,0.333,55,101,81,27,6,1,1,13,2023,KBO 시범경기
1,2,배영빈,롯데,0.313,18,18,16,5,2,0,0,0,2023,KBO 시범경기
2,3,전준우,롯데,0.312,138,559,493,154,21,3,17,77,2023,KBO 시범경기
3,4,이정훈,롯데,0.296,59,171,152,45,7,0,1,17,2023,KBO 시범경기
4,5,구드럼,롯데,0.295,50,201,173,51,14,1,0,28,2023,KBO 시범경기
5,6,안치홍,롯데,0.292,121,494,425,124,20,1,8,63,2023,KBO 시범경기
6,7,윤동희,롯데,0.287,107,423,387,111,18,1,2,41,2023,KBO 시범경기
7,8,박승욱,롯데,0.286,123,338,290,83,18,3,0,30,2023,KBO 시범경기
8,9,정훈,롯데,0.279,80,233,201,56,14,0,6,31,2023,KBO 시범경기
9,10,안권수,롯데,0.269,95,309,268,72,6,1,2,29,2023,KBO 시범경기
10,11,손성빈,롯데,0.263,45,80,76,20,3,0,1,15,2023,KBO 시범경기
11,12,유강남,롯데,0.261,121,403,352,92,13,0,10,55,2023,KBO 시범경기
12,13,노진혁,롯데,0.257,113,390,334,86,26,1,4,51,2023,KBO 시범경기
13,14,김민석,롯데,0.255,129,454,400,102,24,0,3,39,2023,KBO 시범경기
14,15,국해성,롯데,0.250,6,10,8,2,0,0,0,1,2023,KBO 시범경기
15,15,윤수녕,롯데,0.250,3,4,4,1,0,0,0,1,2023,KBO 시범경기
16,17,렉스,롯데,0.246,55,234,203,50,4,2,4,30,2023,KBO 시범경기
17,18,고승민,롯데,0.224,94,308,255,57,14,2,2,24,2023,KBO 시범경기
18,19,한동희,롯데,0.223,108,353,319,71,11,0,5,32,2023,KBO 시범경기
19,20,황성빈,롯데,0.212,74,191,170,36,5,2,0,8,2023,KBO 시범경기
20,21,김민수,롯데,0.209,25,51,43,9,1,1,0,2,2023,KBO 시범경기
21,22,이학주,롯데,0.209,104,122,110,23,2,0,3,13,2023,KBO 시범경기
22,23,장두성,롯데,0.154,25,15,13,2,0,0,0,1,2023,KBO 시범경기
23,24,정대선,롯데,0.150,19,47,40,6,1,0,0,6,2023,KBO 시범경기
24,25,지시완,롯데,0.125,6,10,8,1,0,0,0,0,2023,KBO 시범경기
25,26,서동욱,롯데,0.118,13,20,17,2,1,0,0,0,2023,KBO 시범경기
26,27,신윤후,롯데,0.040,28,27,25,1,0,0,0,1,2023,KBO 시범경기
27,28,김동혁,롯데,0.000,15,9,7,0,0,0,0,0,2023,KBO 시범경기
28,28,김상수,롯데,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
29,28,김원중,롯데,-,3,0,0,0,0,0,0,0,2023,KBO 시범경기
0,1,안권수,롯데,0.571,12,32,28,16,2,0,0,6,2023,KBO 와일드카드
1,2,한동희,롯데,0.370,11,32,27,10,2,0,2,8,2023,KBO 와일드카드
2,3,안치홍,롯데,0.348,10,30,23,8,1,0,1,4,2023,KBO 와일드카드
3,4,황성빈,롯데,0.333,13,34,33,11,0,1,0,2,2023,KBO 와일드카드
4,5,유강남,롯데,0.316,10,23,19,6,0,1,1,5,2023,KBO 와일드카드
5,6,지시완,롯데,0.308,9,15,13,4,1,0,0,0,2023,KBO 와일드카드
6,7,김민석,롯데,0.273,12,25,22,6,1,0,0,2,2023,KBO 와일드카드
7,8,신윤후,롯데,0.222,9,10,9,2,2,0,0,0,2023,KBO 와일드카드
8,9,고승민,롯데,0.189,13,42,37,7,0,0,1,4,2023,KBO 와일드카드
9,10,김민수,롯데,0.182,8,13,11,2,0,0,0,0,2023,KBO 와일드카드
10,11,윤동희,롯데,0.176,10,19,17,3,0,0,0,0,2023,KBO 와일드카드
11,12,김주현,롯데,0.167,5,6,6,1,0,0,0,1,2023,KBO 와일드카드
12,13,이정훈,롯데,0.143,8,10,7,1,0,0,0,0,2023,KBO 와일드카드
13,14,렉스,롯데,0.133,11,34,30,4,1,0,1,6,2023,KBO 와일드카드
14,14,이학주,롯데,0.133,10,17,15,2,1,0,0,0,2023,KBO 와일드카드
15,16,전준우,롯데,0.121,12,34,33,4,2,0,1,2,2023,KBO 와일드카드
16,17,노진혁,롯데,0.074,10,30,27,2,0,1,1,7,2023,KBO 와일드카드
17,18,박승욱,롯데,0.056,11,19,18,1,0,0,0,0,2023,KBO 와일드카드
18,19,정훈,롯데,0.045,10,24,22,1,0,0,0,0,2023,KBO 와일드카드
19,20,김세민,롯데,0.000,6,3,2,0,0,0,0,0,2023,KBO 와일드카드
20,20,배영빈,롯데,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
21,20,정대선,롯데,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
22,20,정보근,롯데,0.000,3,3,3,0,0,0,0,0,2023,KBO 와일드카드
23,20,최민재,롯데,0.000,3,4,3,0,0,0,0,0,2023,KBO 와일드카드
0,31,김대우,삼성,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
1,31,김민수,삼성,0.000,2,1,1,0,0,0,0,0,2023,KBO 정규시즌
2,31,김서준,삼성,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
3,31,김태훈,삼성,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
4,31,김헌곤,삼성,0.000,6,4,4,0,0,0,0,0,2023,KBO 정규시즌
5,31,오승환,삼성,-,3,0,0,0,0,0,0,0,2023,KBO 정규시즌
6,31,이상민,삼성,0.000,1,1,1,0,0,0,0,0,2023,KBO 정규시즌
7,31,이승현,삼성,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
8,31,이승현,삼성,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
9,31,이재익,삼성,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
0,31,김대우,삼성,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
1,31,김민수,삼성,0.000,2,1,1,0,0,0,0,0,2023,KBO 시범경기
2,31,김서준,삼성,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
3,31,김태훈,삼성,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
4,31,김헌곤,삼성,0.000,6,4,4,0,0,0,0,0,2023,KBO 시범경기
5,31,오승환,삼성,-,3,0,0,0,0,0,0,0,2023,KBO 시범경기
6,31,이상민,삼성,0.000,1,1,1,0,0,0,0,0,2023,KBO 시범경기
7,31,이승현,삼성,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
8,31,이승현,삼성,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
9,31,이재익,삼성,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
0,27,유상빈,한화,0.000,3,8,6,0,0,0,0,0,2023,KBO 정규시즌
1,27,윤대경,한화,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
2,27,이민준,한화,0.000,4,2,1,0,0,0,0,0,2023,KBO 정규시즌
3,27,이상혁,한화,0.000,7,2,2,0,0,0,0,0,2023,KBO 정규시즌
4,27,이태양,한화,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
5,27,장지승,한화,0.000,3,3,3,0,0,0,0,0,2023,KBO 정규시즌
6,27,정우람,한화,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
7,27,허관회,한화,0.000,10,7,7,0,0,0,0,0,2023,KBO 정규시즌
0,27,유상빈,한화,0.000,3,8,6,0,0,0,0,0,2023,KBO 시범경기
1,27,윤대경,한화,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
2,27,이민준,한화,0.000,4,2,1,0,0,0,0,0,2023,KBO 시범경기
3,27,이상혁,한화,0.000,7,2,2,0,0,0,0,0,2023,KBO 시범경기
4,27,이태양,한화,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
5,27,장지승,한화,0.000,3,3,3,0,0,0,0,0,2023,KBO 시범경기
6,27,정우람,한화,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
7,27,허관회,한화,0.000,10,7,7,0,0,0,0,0,2023,KBO 시범경기
0,1,노시환,한화,0.471,12,37,34,16,2,0,5,8,2023,KBO 와일드카드
1,2,유로결,한화,0.429,4,7,7,3,1,0,0,3,2023,KBO 와일드카드
2,3,정은원,한화,0.370,12,33,27,10,0,0,0,1,2023,KBO 와일드카드
3,4,이원석,한화,0.357,13,35,28,10,2,0,0,4,2023,KBO 와일드카드
4,5,노수광,한화,0.350,9,28,20,7,0,0,0,3,2023,KBO 와일드카드
5,6,문현빈,한화,0.345,13,36,29,10,3,0,0,2,2023,KBO 와일드카드
6,7,허관회,한화,0.333,6,7,6,2,0,0,0,2,2023,KBO 와일드카드
7,8,박정현,한화,0.318,10,23,22,7,3,0,0,3,2023,KBO 와일드카드
8,9,오선진,한화,0.294,11,21,17,5,0,0,0,4,2023,KBO 와일드카드
9,10,최재훈,한화,0.292,10,28,24,7,1,0,0,3,2023,KBO 와일드카드
10,11,김태연,한화,0.280,11,32,25,7,1,0,0,7,2023,KBO 와일드카드
11,12,이명기,한화,0.269,12,30,26,7,3,0,0,1,2023,KBO 와일드카드
12,13,김인환,한화,0.265,12,37,34,9,1,0,0,9,2023,KBO 와일드카드
13,14,유상빈,한화,0.250,4,8,8,2,1,0,0,0,2023,KBO 와일드카드
14,15,장진혁,한화,0.235,9,22,17,4,0,1,0,1,2023,KBO 와일드카드
15,16,채은성,한화,0.231,11,34,26,6,2,0,1,8,2023,KBO 와일드카드
16,17,이진영,한화,0.125,9,21,16,2,0,0,0,1,2023,KBO 와일드카드
17,18,오그레디,한화,0.114,12,39,35,4,0,0,3,10,2023,KBO 와일드카드
18,19,박상언,한화,0.105,9,22,19,2,1,0,0,3,2023,KBO 와일드카드
19,20,이도윤,한화,0.100,9,13,10,1,0,0,0,1,2023,KBO 와일드카드
20,21,이재용,한화,0.000,3,2,2,0,0,0,0,0,2023,KBO 와일드카드
21,21,장시환,한화,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
22,21,장운호,한화,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
0,31,박주홍,키움,0.122,27,57,49,6,0,1,0,2,2023,KBO 정규시즌
1,32,김재현,키움,0.111,8,10,9,1,0,0,0,0,2023,KBO 정규시즌
2,32,신준우,키움,0.111,24,19,18,2,0,0,0,0,2023,KBO 정규시즌
3,34,김동규,키움,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
4,34,김동혁,키움,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
5,34,김선기,키움,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
6,34,김성진,키움,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
7,34,김재웅,키움,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
8,34,김준형,키움,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
9,34,문성현,키움,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
10,34,양현,키움,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
11,34,원종현,키움,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
12,34,윤정현,키움,-,3,0,0,0,0,0,0,0,2023,KBO 정규시즌
13,34,이명종,키움,-,3,0,0,0,0,0,0,0,2023,KBO 정규시즌
14,34,이승원,키움,0.000,4,5,5,0,0,0,0,0,2023,KBO 정규시즌
15,34,임창민,키움,-,2,0,0,0,0,0,0,0,2023,KBO 정규시즌
16,34,하영민,키움,-,3,0,0,0,0,0,0,0,2023,KBO 정규시즌
17,34,후라도,키움,-,1,0,0,0,0,0,0,0,2023,KBO 정규시즌
0,31,박주홍,키움,0.122,27,57,49,6,0,1,0,2,2023,KBO 시범경기
1,32,김재현,키움,0.111,8,10,9,1,0,0,0,0,2023,KBO 시범경기
2,32,신준우,키움,0.111,24,19,18,2,0,0,0,0,2023,KBO 시범경기
3,34,김동규,키움,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
4,34,김동혁,키움,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
5,34,김선기,키움,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
6,34,김성진,키움,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
7,34,김재웅,키움,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
8,34,김준형,키움,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
9,34,문성현,키움,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
10,34,양현,키움,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
11,34,원종현,키움,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
12,34,윤정현,키움,-,3,0,0,0,0,0,0,0,2023,KBO 시범경기
13,34,이명종,키움,-,3,0,0,0,0,0,0,0,2023,KBO 시범경기
14,34,이승원,키움,0.000,4,5,5,0,0,0,0,0,2023,KBO 시범경기
15,34,임창민,키움,-,2,0,0,0,0,0,0,0,2023,KBO 시범경기
16,34,하영민,키움,-,3,0,0,0,0,0,0,0,2023,KBO 시범경기
17,34,후라도,키움,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
0,26,이승호,키움,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
1,26,임창민,키움,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
2,26,장재영,키움,0.000,2,4,3,0,0,0,0,0,2023,KBO 시범경기
3,26,전병우,키움,0.000,3,3,2,0,0,0,0,0,2023,KBO 시범경기
4,26,주성원,키움,0.000,9,13,13,0,0,0,0,0,2023,KBO 시범경기
5,26,하영민,키움,-,1,0,0,0,0,0,0,0,2023,KBO 시범경기
0,1,이지영,키움,0.471,10,17,17,8,1,0,0,5,2023,KBO 와일드카드
1,2,이정후,키움,0.364,10,25,22,8,1,0,2,7,2023,KBO 와일드카드
2,3,김태진,키움,0.357,13,31,28,10,1,0,0,2,2023,KBO 와일드카드
3,4,김혜성,키움,0.296,12,32,27,8,0,2,0,3,2023,KBO 와일드카드
4,5,이용규,키움,0.294,12,20,17,5,0,0,0,2,2023,KBO 와일드카드
5,6,김동헌,키움,0.263,13,20,19,5,1,0,0,4,2023,KBO 와일드카드
6,7,김시앙,키움,0.250,8,6,4,1,0,0,0,0,2023,KBO 와일드카드
7,7,송성문,키움,0.250,14,32,24,6,2,0,0,2,2023,KBO 와일드카드
8,7,이형종,키움,0.250,13,31,28,7,0,0,0,1,2023,KBO 와일드카드
9,10,러셀,키움,0.235,14,37,34,8,0,1,1,6,2023,KBO 와일드카드
10,11,김휘집,키움,0.222,14,31,27,6,1,0,0,1,2023,KBO 와일드카드
11,12,이승원,키움,0.211,13,19,19,4,2,0,0,0,2023,KBO 와일드카드
12,13,이병규,키움,0.182,13,24,22,4,2,0,0,0,2023,KBO 와일드카드
13,14,이원석,키움,0.179,11,34,28,5,1,0,0,3,2023,KBO 와일드카드
14,15,박찬혁,키움,0.176,8,18,17,3,0,0,0,0,2023,KBO 와일드카드
15,16,박주홍,키움,0.167,11,25,24,4,1,0,0,1,2023,KBO 와일드카드
16,16,신준우,키움,0.167,3,6,6,1,0,0,0,0,2023,KBO 와일드카드
17,18,임병욱,키움,0.161,14,31,31,5,0,0,0,1,2023,KBO 와일드카드
18,19,김수환,키움,0.143,8,9,7,1,1,0,0,0,2023,KBO 와일드카드
19,19,임지열,키움,0.143,13,31,28,4,1,0,0,3,2023,KBO 와일드카드
20,21,김건희,키움,0.125,9,16,16,2,0,0,0,3,2023,KBO 와일드카드
21,21,김재현,키움,0.125,9,9,8,1,0,0,0,1,2023,KBO 와일드카드
22,21,김준완,키움,0.125,4,8,8,1,0,0,0,0,2023,KBO 와일드카드
23,24,송재선,키움,0.111,10,9,9,1,0,0,0,0,2023,KBO 와일드카드
24,25,김주형,키움,0.083,7,12,12,1,1,0,0,0,2023,KBO 와일드카드
25,26,김재웅,키움,-,2,0,0,0,0,0,0,0,2023,KBO 와일드카드
26,26,김준형,키움,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
27,26,박수종,키움,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
28,26,변시원,키움,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
29,26,원종현,키움,-,2,0,0,0,0,0,0,0,2023,KBO 와일드카드
0,26,이승호,키움,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
1,26,임창민,키움,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
2,26,장재영,키움,0.000,2,4,3,0,0,0,0,0,2023,KBO 와일드카드
3,26,전병우,키움,0.000,3,3,2,0,0,0,0,0,2023,KBO 와일드카드
4,26,주성원,키움,0.000,9,13,13,0,0,0,0,0,2023,KBO 와일드카드
5,26,하영민,키움,-,1,0,0,0,0,0,0,0,2023,KBO 와일드카드
0,1,이지영,키움,0.471,10,17,17,8,1,0,0,5,2023,KBO 준플레이오프
1,2,이정후,키움,0.364,10,25,22,8,1,0,2,7,2023,KBO 준플레이오프
2,3,김태진,키움,0.357,13,31,28,10,1,0,0,2,2023,KBO 준플레이오프
3,4,김혜성,키움,0.296,12,32,27,8,0,2,0,3,2023,KBO 준플레이오프
4,5,이용규,키움,0.294,12,20,17,5,0,0,0,2,2023,KBO 준플레이오프
5,6,김동헌,키움,0.263,13,20,19,5,1,0,0,4,2023,KBO 준플레이오프
6,7,김시앙,키움,0.250,8,6,4,1,0,0,0,0,2023,KBO 준플레이오프
7,7,송성문,키움,0.250,14,32,24,6,2,0,0,2,2023,KBO 준플레이오프
8,7,이형종,키움,0.250,13,31,28,7,0,0,0,1,2023,KBO 준플레이오프
